Species;Order;Life_Expectancy;Body_Mass;RDI;N_Death;Necropsy_Effort;Animal;Vertebrate;Invertebrate;Herptile;Mammal;Group;Occurence;Proportion;Prevalence
Callimico_goeldii;Primates;3794.703229;0.563427119;96;451;0.21286031;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Respiratory system;0;0;0
Callimico_goeldii;Primates;3794.703229;0.563427119;96;451;0.21286031;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Exocrine system;0;0;0
Callimico_goeldii;Primates;3794.703229;0.563427119;96;451;0.21286031;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Uro-genital system;0;0;0
Callimico_goeldii;Primates;3794.703229;0.563427119;96;451;0.21286031;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Endocrine system;0;0;0
Callimico_goeldii;Primates;3794.703229;0.563427119;96;451;0.21286031;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Lymphatic system;0;0;0
Callimico_goeldii;Primates;3794.703229;0.563427119;96;451;0.21286031;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Bone;0;0;0
Callimico_goeldii;Primates;3794.703229;0.563427119;96;451;0.21286031;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Skin;1;0.25;0.002217295
Callimico_goeldii;Primates;3794.703229;0.563427119;96;451;0.21286031;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Nervous system;0;0;0
Callithrix_geoffroyi;Primates;4586.249656;0.462954593;112;439;0.255125285;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Fat tissues;0;0;0
Callithrix_geoffroyi;Primates;4586.249656;0.462954593;112;439;0.255125285;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Exocrine system;0;0;0
Callithrix_geoffroyi;Primates;4586.249656;0.462954593;112;439;0.255125285;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Diaphragm;0;0;0
Callithrix_geoffroyi;Primates;4586.249656;0.462954593;112;439;0.255125285;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Skin;0;0;0
Callithrix_geoffroyi;Primates;4586.249656;0.462954593;112;439;0.255125285;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Lymphatic system;0;0;0
Callithrix_geoffroyi;Primates;4586.249656;0.462954593;112;439;0.255125285;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Respiratory system;0;0;0
Callithrix_geoffroyi;Primates;4586.249656;0.462954593;112;439;0.255125285;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Uro-genital system;0;0;0
Callithrix_geoffroyi;Primates;4586.249656;0.462954593;112;439;0.255125285;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;All Organs;1;NA;0.002277904
Callithrix_geoffroyi;Primates;4586.249656;0.462954593;112;439;0.255125285;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Nervous system;0;0;0
Callithrix_geoffroyi;Primates;4586.249656;0.462954593;112;439;0.255125285;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Circulatory system;0;0;0
Callithrix_geoffroyi;Primates;4586.249656;0.462954593;112;439;0.255125285;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Digestive system;1;1;0.002277904
Callithrix_geoffroyi;Primates;4586.249656;0.462954593;112;439;0.255125285;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Endocrine system;0;0;0
Callithrix_geoffroyi;Primates;4586.249656;0.462954593;112;439;0.255125285;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Bone;0;0;0
Callithrix_jacchus;Primates;7805.432506;0.381712797;202;907;0.222712238;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Fat tissues;0;0;0
Callithrix_jacchus;Primates;7805.432506;0.381712797;202;907;0.222712238;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Uro-genital system;0;0;0
Callithrix_jacchus;Primates;7805.432506;0.381712797;202;907;0.222712238;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Exocrine system;0;0;0
Callithrix_jacchus;Primates;7805.432506;0.381712797;202;907;0.222712238;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Skin;0;0;0
Callithrix_jacchus;Primates;7805.432506;0.381712797;202;907;0.222712238;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Endocrine system;0;0;0
Callithrix_jacchus;Primates;7805.432506;0.381712797;202;907;0.222712238;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Bone;0;0;0
Callithrix_jacchus;Primates;7805.432506;0.381712797;202;907;0.222712238;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Respiratory system;0;0;0
Callithrix_jacchus;Primates;7805.432506;0.381712797;202;907;0.222712238;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Nervous system;0;0;0
Callithrix_jacchus;Primates;7805.432506;0.381712797;202;907;0.222712238;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Lymphatic system;0;0;0
Callithrix_jacchus;Primates;7805.432506;0.381712797;202;907;0.222712238;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Circulatory system;0;0;0
Callithrix_jacchus;Primates;7805.432506;0.381712797;202;907;0.222712238;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Diaphragm;0;0;0
Callithrix_jacchus;Primates;7805.432506;0.381712797;202;907;0.222712238;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;All Organs;1;NA;0.001102536
Callithrix_jacchus;Primates;7805.432506;0.381712797;202;907;0.222712238;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Digestive system;1;1;0.001102536
Capra_nubiana;Artiodactyla;2607.925061;40.90068104;309;634;0.487381703;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Skin;0;0;0
Capra_nubiana;Artiodactyla;2607.925061;40.90068104;309;634;0.487381703;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Exocrine system;0;0;0
Capra_nubiana;Artiodactyla;2607.925061;40.90068104;309;634;0.487381703;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;All Organs;1;NA;0.001577287
Capra_nubiana;Artiodactyla;2607.925061;40.90068104;309;634;0.487381703;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Nervous system;0;0;0
Capra_nubiana;Artiodactyla;2607.925061;40.90068104;309;634;0.487381703;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Diaphragm;0;0;0
Capra_nubiana;Artiodactyla;2607.925061;40.90068104;309;634;0.487381703;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Respiratory system;0;0;0
Capra_nubiana;Artiodactyla;2607.925061;40.90068104;309;634;0.487381703;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Lymphatic system;1;0.333333333;0.001577287
Capra_nubiana;Artiodactyla;2607.925061;40.90068104;309;634;0.487381703;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Uro-genital system;0;0;0
Capra_nubiana;Artiodactyla;2607.925061;40.90068104;309;634;0.487381703;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Bone;0;0;0
Capra_nubiana;Artiodactyla;2607.925061;40.90068104;309;634;0.487381703;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Digestive system;1;0.333333333;0.001577287
Capra_nubiana;Artiodactyla;2607.925061;40.90068104;309;634;0.487381703;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Endocrine system;1;0.333333333;0.001577287
Capra_nubiana;Artiodactyla;2607.925061;40.90068104;309;634;0.487381703;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Circulatory system;0;0;0
Capra_nubiana;Artiodactyla;2607.925061;40.90068104;309;634;0.487381703;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Fat tissues;0;0;0
Cebuella_pygmaea;Primates;2712.320983;0.146233553;214;873;0.24513173;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Lymphatic system;2;0.5;0.002290951
Cebuella_pygmaea;Primates;2712.320983;0.146233553;214;873;0.24513173;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Digestive system;0;0;0
Cebuella_pygmaea;Primates;2712.320983;0.146233553;214;873;0.24513173;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Fat tissues;0;0;0
Cebuella_pygmaea;Primates;2712.320983;0.146233553;214;873;0.24513173;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Circulatory system;0;0;0
Cebuella_pygmaea;Primates;2712.320983;0.146233553;214;873;0.24513173;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Diaphragm;0;0;0
Cebuella_pygmaea;Primates;2712.320983;0.146233553;214;873;0.24513173;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Skin;0;0;0
Cebuella_pygmaea;Primates;2712.320983;0.146233553;214;873;0.24513173;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Respiratory system;0;0;0
Cebuella_pygmaea;Primates;2712.320983;0.146233553;214;873;0.24513173;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Bone;0;0;0
Cebuella_pygmaea;Primates;2712.320983;0.146233553;214;873;0.24513173;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;All Organs;4;NA;0.004581901
Cebuella_pygmaea;Primates;2712.320983;0.146233553;214;873;0.24513173;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Nervous system;0;0;0
Cebuella_pygmaea;Primates;2712.320983;0.146233553;214;873;0.24513173;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Exocrine system;0;0;0
Cebuella_pygmaea;Primates;2712.320983;0.146233553;214;873;0.24513173;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Endocrine system;2;0.5;0.002290951
Cebuella_pygmaea;Primates;2712.320983;0.146233553;214;873;0.24513173;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Uro-genital system;0;0;0
Cervus_nippon;Artiodactyla;3699.371491;68.94809047;195;812;0.240147783;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Endocrine system;0;0;0
Cervus_nippon;Artiodactyla;3699.371491;68.94809047;195;812;0.240147783;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Respiratory system;0;0;0
Cervus_nippon;Artiodactyla;3699.371491;68.94809047;195;812;0.240147783;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Uro-genital system;1;0.25;0.001231527
Cervus_nippon;Artiodactyla;3699.371491;68.94809047;195;812;0.240147783;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Digestive system;1;0.25;0.001231527
Cervus_nippon;Artiodactyla;3699.371491;68.94809047;195;812;0.240147783;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Lymphatic system;1;0.25;0.001231527
Cervus_nippon;Artiodactyla;3699.371491;68.94809047;195;812;0.240147783;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;All Organs;2;NA;0.002463054
Cervus_nippon;Artiodactyla;3699.371491;68.94809047;195;812;0.240147783;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Circulatory system;0;0;0
Cervus_nippon;Artiodactyla;3699.371491;68.94809047;195;812;0.240147783;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Nervous system;0;0;0
Cervus_nippon;Artiodactyla;3699.371491;68.94809047;195;812;0.240147783;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Skin;0;0;0
Cervus_nippon;Artiodactyla;3699.371491;68.94809047;195;812;0.240147783;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Bone;0;0;0
Cervus_nippon;Artiodactyla;3699.371491;68.94809047;195;812;0.240147783;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Exocrine system;0;0;0
Cervus_nippon;Artiodactyla;3699.371491;68.94809047;195;812;0.240147783;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Fat tissues;0;0;0
Cervus_nippon;Artiodactyla;3699.371491;68.94809047;195;812;0.240147783;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Diaphragm;1;0.25;0.001231527
Chrysocyon_brachyurus;Carnivora;3442.882728;25.90193245;95;247;0.384615385;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Nervous system;1;0.142857143;0.004048583
Chrysocyon_brachyurus;Carnivora;3442.882728;25.90193245;95;247;0.384615385;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Uro-genital system;2;0.285714286;0.008097166
Chrysocyon_brachyurus;Carnivora;3442.882728;25.90193245;95;247;0.384615385;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Skin;0;0;0
Chrysocyon_brachyurus;Carnivora;3442.882728;25.90193245;95;247;0.384615385;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Lymphatic system;3;0.428571429;0.012145749
Chrysocyon_brachyurus;Carnivora;3442.882728;25.90193245;95;247;0.384615385;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Circulatory system;0;0;0
Chrysocyon_brachyurus;Carnivora;3442.882728;25.90193245;95;247;0.384615385;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Endocrine system;1;0.142857143;0.004048583
Chrysocyon_brachyurus;Carnivora;3442.882728;25.90193245;95;247;0.384615385;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Respiratory system;0;0;0
Chrysocyon_brachyurus;Carnivora;3442.882728;25.90193245;95;247;0.384615385;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Fat tissues;0;0;0
Chrysocyon_brachyurus;Carnivora;3442.882728;25.90193245;95;247;0.384615385;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;All Organs;6;NA;0.024291498
Chrysocyon_brachyurus;Carnivora;3442.882728;25.90193245;95;247;0.384615385;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Bone;0;0;0
Chrysocyon_brachyurus;Carnivora;3442.882728;25.90193245;95;247;0.384615385;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Digestive system;0;0;0
Chrysocyon_brachyurus;Carnivora;3442.882728;25.90193245;95;247;0.384615385;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Diaphragm;0;0;0
Chrysocyon_brachyurus;Carnivora;3442.882728;25.90193245;95;247;0.384615385;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Exocrine system;0;0;0
Colobus_guereza;Primates;5274.078274;11.8848313;114;332;0.343373494;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Exocrine system;0;0;0
Colobus_guereza;Primates;5274.078274;11.8848313;114;332;0.343373494;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Diaphragm;0;0;0
Colobus_guereza;Primates;5274.078274;11.8848313;114;332;0.343373494;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Nervous system;0;0;0
